question_id,question_de,question_en,row_count,survey_ids,sample_answer_values,answer_options_en,answer_options_de,n_answer_options,duplicate_count
46962,"Vielen Dank für Deine Angaben! Bitte bestätige, dass: - Du nach dem Check-out ein Ganzkörperbild von Dir hochlädst zur finalen ärztlichen Bewertung.  - Du bereits über eine Kombination aus Bewegung, Ernährung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Ist diese Behandlung sicher? Der eingesetzte Wirkstoff Semaglutid wurde in Studien untersucht und in dessen Wirksamkeit belegt. Das Medikament ist grundsätzlich gut verträglich. Wie bei jedem Medikament kann es jedoch auch hier zu unerwünschten Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.   Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome sind kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche. Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.  Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.   Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald du das Medikament anwendest.","Thank you for your details! Please confirm that:  - You will upload a full body photo of yourself after check-out for final medical assessment.  - You have already tried a combination of exercise, diet and behavioural change to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. Is this treatment safe? The active ingredient Semaglutide has been investigated in studies and its efficacy has been proven. The drug is generally well tolerated. However, as with any drug, undesirable side effects may occur, including (initial) gastrointestinal discomfort, fatigue or sleep disturbances.   In addition, hypoglycemia may occur during use. Typical symptoms are cold sweat, cool pale skin, headache, fast heartbeat, nausea or weakness. To prevent such symptoms you should always have a glucose with you and take it at the first symptoms.  An occasional side effect is pancreatitis (symptoms are pain or hardening of the upper abdomen, nausea and fever). In this case, a doctor should be consulted immediately.   In case of side effects or uncertainties, our Doctors are there for you. In addition, please inform your family Doctor as soon as you start using the medication.",19,[1422],['Ich verstehe und bestätige.'],['I understand and confirm.'],['Ich verstehe und bestätige.'],1,12
49851,"Leidest Du unter einer der folgenden Erkrankungen? Bitte antworte ehrlich, da diese Angaben für den ärztlichen Check wichtig sind.","Do you suffer from any of the following conditions? Please answer honestly, as this information is important for the medical check.",4,[1236],"['[""Erhöhung des Cholesterins und / oder der Triglyceriden im Blut""]', '[""Keine der genannten""]', '[""Prädiabetes""]']","['Elevation of Cholesterol and / or Triglycerides in the Blood', 'None of the Above', 'Prediabetes']","['Erhöhung des Cholesterins und / oder der Triglyceriden im Blut', 'Keine der genannten', 'Prädiabetes']",3,26
49859,"Leidest Du unter einer der folgenden Erkrankungen? Bitte antworte ehrlich, da diese Angaben für den ärztlichen Check wichtig sind.","Do you suffer from any of the following conditions? Please answer honestly, as this information is important for the medical check.",10,[1422],"['[""Erhöhung des Cholesterins und / oder der Triglyceriden im Blut""]', '[""obstruktive Schlafapnoe""]', '[""Prädiabetes""]', '[""Keine der genannten""]', '[""Dyslipidämie""]']","['Dyslipidaemia', 'Elevation of Cholesterol and / or Triglycerides in the Blood', 'None of the Above', 'Obstructive Sleep Apnoea', 'Prediabetes']","['Dyslipidämie', 'Erhöhung des Cholesterins und / oder der Triglyceriden im Blut', 'Keine der genannten', 'Prädiabetes', 'obstruktive Schlafapnoe']",5,26
54141,An welchen weiteren Vorerkrankungen leidest Du oder welche weitere verschreibungspflichtige Medikamente nimmst Du ein?,What other pre-existing conditions do you suffer from or what other prescription medication are you taking?,9,[1422],"['Metoprololsuccinat 47,5mg', 'Asthma, Flonase inhaler', 'Hashimoto\\nSchlafapnoe', 'Bluthochdruck ', 'Candasartan & Avorastatin']",[],[],0,30
54298,An welchen weiteren Vorerkrankungen leidest Du oder welche weitere verschreibungspflichtige Medikamente nimmst Du ein?,What other pre-existing conditions do you suffer from or what other prescription medication are you taking?,2,[1236],"['Reflux - Pantoprazol', 'Medikinet']",[],[],0,30
54318,"Bitte trage Deine Größe und Dein Gewicht ein, damit wir Deinen BMI* berechnen und Deine Eignung für Mounjaro® prüfen können.",Please enter your height and weight so that we can calculate your BMI* and check your suitability for Mounjaro®.,89,[1615],"['{""bmi"":32.928719008264466,""height"":176,""weight"":102}', '{""bmi"":28.577960676726104,""height"":162,""weight"":75}', '{""bmi"":30.795847750865057,""height"":170,""weight"":89}', '{""bmi"":36.71874999999999,""height"":160,""weight"":94}', '{""bmi"":29.760837606224676,""height"":167,""weight"":83}']",[],[],0,1
54320,"Hast Du eine der folgenden Erkrankungen? Deine ehrliche Antwort hilft uns, Dich sicher zu unterstützen.",Do you have one of the following diseases? Your honest answer will help us to support you safely.,77,[1615],"['[""Erhöhte Cholesterin- und / oder Triglyceridwerte""]', '[""Keine der genannten""]', '[""Obstruktive Schlafapnoe""]', '[""Prädiabetes""]', '[""Prädiabetes"",""Erhöhte Cholesterin- und / oder Triglyceridwerte""]']","['Dyslipidaemia (lipid metabolism disorder)', 'Elevated cholesterol and/or triglyceride levels', 'None of the above', 'Obstructive sleep apnoea', 'Prediabetes']","['Dyslipidämie (Fettstoffwechselstörung)', 'Erhöhte Cholesterin- und / oder Triglyceridwerte', 'Keine der genannten', 'Obstruktive Schlafapnoe', 'Prädiabetes']",5,2
54321,"Hast Du eine der folgenden Erkrankungen? Deine ehrliche Antwort hilft uns, Dich sicher zu unterstützen.",Do you have one of the following diseases? Your honest answer will help us to support you safely.,21,[1615],"['[""Prädiabetes""]', '[""Prädiabetes"",""Erhöhte Cholesterin- und / oder Triglyceridwerte""]', '[""Dyslipidämie (Fettstoffwechselstörung)"",""Erhöhte Cholesterin- und / oder Triglyceridwerte""]', '[""Niedriger HDL-Cholesterinspiegel""]', '[""Obstruktive Schlafapnoe"",""Erhöhte Cholesterin- und / oder Triglyceridwerte""]']","['Dyslipidaemia (lipid metabolism disorder)', 'Elevated cholesterol and/or triglyceride levels', 'Low HDL cholesterol level', 'None of the above', 'Obstructive sleep apnoea', 'Prediabetes']","['Dyslipidämie (Fettstoffwechselstörung)', 'Erhöhte Cholesterin- und / oder Triglyceridwerte', 'Keine der genannten', 'Niedriger HDL-Cholesterinspiegel', 'Obstruktive Schlafapnoe', 'Prädiabetes']",6,2
54322,Wie lange hast Du schon Gewichtsprobleme?,How long have you had weight problems?,89,[1615],"['1-5 Jahre', 'Mehr als 5 Jahre', 'Seit der Kindheit oder Jugend']","['1-5 years', 'More than 5 years', 'Since childhood or adolescence']","['1-5 Jahre', 'Mehr als 5 Jahre', 'Seit der Kindheit oder Jugend']",3,4
54324,"Hast Du in der Vergangenheit Medikamente mit den Wirkstoffen Tirzepatid, Liraglutid oder Semaglutid zur Behandlung von Übergewicht verwendet?","Have you used medication with the active ingredients tirzepatide, liraglutide or semaglutide to treat obesity in the past?",89,[1615],"['Nein', 'Ja, ich habe damit weniger als 4 % Körpergewicht in 3 Monaten verloren.', 'Ja, ich habe damit mehr als 4 % Körpergewicht in 3 Monaten verloren.']","['No', 'Yes,  I lost less than 4% of my body weight in 3 months.', 'Yes,  I lost more than 4% of my body weight in 3 months.']","['Ja, ich habe damit mehr als 4 % Körpergewicht in 3 Monaten verloren.', 'Ja, ich habe damit weniger als 4 % Körpergewicht in 3 Monaten verloren.', 'Nein']",3,4
54325,"Der Wirkstoff Tirzepatid hat sich in Studien als wirksam und meist gut verträglich erwiesen. Wie bei jedem Medikament können aber auch unerwünschte Nebenwirkungen auftreten. Wenn Du in der Vergangenheit solche Nebenwirkungen hattest und sie möglicherweise der Grund für das Absetzen der Behandlung waren, bitten wir Dich, diese anzugeben.","The active ingredient Tirzepatide has been shown in studies to be effective and generally well tolerated. However, as with any medication, undesirable side effects can also occur. If you have had such side effects in the past and they may have been the reason for discontinuing treatment, please report them.",9,[1615],"['[""Ich hatte keine schwerwiegenden Nebenwirkungen, die mich dazu veranlasst haben, die Behandlung abzubrechen.""]']",['I had no serious side effects that caused me to discontinue treatment.'],"['Ich hatte keine schwerwiegenden Nebenwirkungen, die mich dazu veranlasst haben, die Behandlung abzubrechen.']",1,2
54326,"Hast Du in der Vergangenheit andere Maßnahmen ergriffen, um abzunehmen?",Have you taken other measures to lose weight in the past?,234,[1615],"['[""Diät - eigene Diät oder ein Programm"",""Sport""]', '[""Sport"",""Ernährungsberatung"",""Abnehm-App""]', '[""Diät - eigene Diät oder ein Programm"",""Sport"",""Ernährungsberatung"",""Abnehm-App""]', '[""Diät - eigene Diät oder ein Programm"",""Sport"",""Medikamente"",""Ernährungsberatung"",""Anderes""]', '[""Diät - eigene Diät oder ein Programm"",""Sport"",""Ernährungsberatung""]']","['Diet - own diet or a programme', 'Hospital stay,     cure or rehab', 'Hypnosis', 'Medication', 'Nutritional advice', 'Other', 'Sport', 'Weight loss app']","['Abnehm-App', 'Anderes', 'Diät - eigene Diät oder ein Programm', 'Ernährungsberatung', 'Hypnose', 'Krankenhausaufenthalt,   Kur oder Reha', 'Medikamente', 'Sport']",8,4
54328,Hast Du in den letzten 3-6 Monaten mindestens 5 % Deines Gewichts durch Lebensstiländerungen (Ernährung und Bewegung) verloren?,Have you lost at least 5% of your weight in the last 3-6 months through lifestyle changes (diet and exercise)?,89,[1615],"['Nein, ich habe weniger als 5 % meines gewichts verloren.', 'Ja, ich habe mindestens 5 % meines gewichts verloren.']","['No,  I have lost less than 5% of my body weight.', 'Yes,  I have lost at least 5% of my body weight.']","['Ja, ich habe mindestens 5 % meines gewichts verloren.', 'Nein, ich habe weniger als 5 % meines gewichts verloren.']",2,1
54332,Wie häufig treibst Du Sport?,How often do you exercise?,89,[1615],"['Mehrmals pro Woche', 'Täglich', 'Selten', 'Einmal pro Woche', 'Gar nicht']","['Daily', 'Not at all', 'Once a week', 'Rarely', 'Several times a week']","['Einmal pro Woche', 'Gar nicht', 'Mehrmals pro Woche', 'Selten', 'Täglich']",5,4
54359,Wie sind Deine aktuellen Blutdruckwerte?,What are your current blood pressure values?,89,[1615],"['Hoch: Über 140/90', 'Normal: 90/60 bis 140/90']","['High: Over 140/90', 'Normal: 90/60 to 140/90']","['Hoch: Über 140/90', 'Normal: 90/60 bis 140/90']",2,16
54360,Trifft eine der folgenden Bedingungen auf Dich zu?,Do any of the following conditions apply to you?,89,[1615],"['Keine der genannten', 'Ich habe gastroösophagealen Reflux (Rückfluss von Magensäure in die Speiseröhre)']","['I have gastroesophageal reflux (reflux of stomach acid into the oesophagus)', 'None of the above']","['Ich habe gastroösophagealen Reflux (Rückfluss von Magensäure in die Speiseröhre)', 'Keine der genannten']",2,30
54365,Nimmst Du aktuell eines der folgenden Medikamente ein?,Are you currently taking any of the following medications?,89,[1615],"['[""Keines der genannten""]']",['Keines der genannten'],['Keines der genannten'],1,47
54366,Trifft eine der folgenden Bedingungen auf Dich zu?,Do any of the following conditions apply to you?,89,[1615],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,30
54368,Hast Du eine der folgenden Erkrankungen?,Do you have one of the following conditions?,89,[1615],['Keiner der genannten'],['None of the above'],['Keiner der genannten'],1,4
54371,Hattest Du jemals eine der folgenden Krankheiten (früher oder jetzt)?,Have you ever had any of the following diseases (past or present)?,89,[1615],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,4
54373,Leidest Du unter weiteren Vorerkrankungen oder nimmst verschreibungspflichtige Medikamente ein?,Are you suffering from other pre-existing conditions or taking prescription medication?,89,[1615],"['Nein', 'Ja']","['No', 'Yes']","['Ja', 'Nein']",2,60
54374,"Damit unser Ärzteteam Deine Behandlungs-Anfrage prüfen und Dich optimal beraten kann, benötigen wir folgende Dokumente:  Ein Ganzkörperfoto  Ein Foto der Seite Deines Personalausweises oder Reisepasses, auf der Dein Geburtsdatum und Dein Foto abgebildet sind. Du kannst die Fotos jetzt oder später hochladen. Wir erinnern Dich per E-Mail.Deine Daten werden streng vertraulich behandelt und entsprechend den gesetzlichen Bestimmungen gespeichert. Sie sind nur Dir und Deinem behandelnden Arzt zugänglich. Bei Fragen erreichst Du uns unter kontakt@golighter.de","We need the following documents so that our Medical Team can check your treatment enquiry and give you the best possible advice: A full body photo A  photo of the page of your identity card or passport that shows your date of birth and your photo. You can upload the photos now or later. We will remind you by e-mail. Your data will be treated in strict confidence and stored in accordance with the statutory provisions. They are only accessible to you and your treating Doctor. If you have any questions, please contact us at kontakt@golighter.de",89,[1615],"['Jetzt hochladen', 'Später hochladen']","['Upload Later', 'Upload Now']","['Jetzt hochladen', 'Später hochladen']",2,9
